country,year,region_wb,region_un,region_un_sub,incomegroup,population,gdp,gini,palma,bottom20,top20
China,1998,East Asia and the Pacific,Asia,Eastern Asia,Upper middle income,1250847104.0,3472.178466796875,40.28752136230469,1.893524289131165,5.859999656677246,39.42461776733398
China,2003,East Asia and the Pacific,Asia,Eastern Asia,Upper middle income,1294517376.0,5085.97802734375,44.67359924316406,2.37943696975708,4.730473518371582,41.6999397277832
China,2013,East Asia and the Pacific,Asia,Eastern Asia,Upper middle income,1379008000.0,12830.3701171875,44.36855316162109,2.389551877975464,3.94129490852356,40.79948043823242
China,2014,East Asia and the Pacific,Asia,Eastern Asia,Upper middle income,1387952000.0,13696.517578125,43.02022933959961,2.193964719772339,4.470446586608887,40.30058670043945
China,2015,East Asia and the Pacific,Asia,Eastern Asia,Upper middle income,1396134144.0,14575.9345703125,43.0826530456543,2.22676420211792,3.950429439544678,39.963134765625
China,2016,East Asia and the Pacific,Asia,Eastern Asia,Upper middle income,1404052608.0,15485.212890625,43.26067352294922,2.2494957447052,3.841285228729248,39.9988899230957
China,2017,East Asia and the Pacific,Asia,Eastern Asia,Upper middle income,1412354688.0,16461.0703125,43.67652130126953,2.303783655166626,3.81086254119873,40.24405288696289
China,2018,East Asia and the Pacific,Asia,Eastern Asia,Upper middle income,1419009024.0,17490.166015625,44.50950241088867,2.402154445648193,3.870862007141113,40.82551193237305
China,2019,East Asia and the Pacific,Asia,Eastern Asia,Upper middle income,1423520384.0,18465.298828125,44.07266235351563,2.328125,4.12041187286377,40.78724670410156
China,2020,East Asia and the Pacific,Asia,Eastern Asia,Upper middle income,1426106112.0,18833.78515625,44.08310317993164,2.332238912582397,4.180862426757813,40.82303619384766
China,2021,East Asia and the Pacific,Asia,Eastern Asia,Upper middle income,1426437248.0,20406.73046875,43.47448348999023,2.251772880554199,4.080414772033691,40.39597702026367
China,2022,East Asia and the Pacific,Asia,Eastern Asia,Upper middle income,1425179648.0,21011.6171875,43.56380081176758,2.267554044723511,4.000862121582031,40.37447357177734
China,2023,East Asia and the Pacific,Asia,Eastern Asia,Upper middle income,1422584832.0,22137.599609375,43.45794296264648,2.24776554107666,4.060861587524414,40.34854888916016
Cote d'Ivoire,1993,Sub-Saharan Africa,Africa,Western Africa,Lower middle income,13735951.0,4645.46728515625,57.35800933837891,5.628244876861572,2.171266555786133,41.66831970214844
Cote d'Ivoire,1995,Sub-Saharan Africa,Africa,Western Africa,Lower middle income,14855565.0,4638.75732421875,58.40874481201172,5.829700469970703,2.769342660903931,41.49355697631836
Cote d'Ivoire,1998,Sub-Saharan Africa,Africa,Western Africa,Lower middle income,16663947.0,5093.1318359375,56.95095062255859,5.266128063201904,2.540000438690186,41.79294586181641
Cote d'Ivoire,2002,Sub-Saharan Africa,Africa,Western Africa,Lower middle income,18654772.0,4368.92822265625,58.70735168457031,5.492178916931152,2.243891716003418,43.52315139770508
Cote d'Ivoire,2008,Sub-Saharan Africa,Africa,Western Africa,Lower middle income,21514440.0,4096.7236328125,56.26980209350586,4.630301952362061,2.920000076293945,41.10528182983398
Cote d'Ivoire,2015,Sub-Saharan Africa,Africa,Western Africa,Lower middle income,25246342.0,5110.8623046875,60.5429573059082,6.306849479675293,1.84393298625946,44.26894760131836
Cote d'Ivoire,2019,Sub-Saharan Africa,Africa,Western Africa,Lower middle income,28193010.0,5894.87890625,56.31375885009766,4.656327724456787,3.150571346282959,42.69259262084961
Cote d'Ivoire,2022,Sub-Saharan Africa,Africa,Western Africa,Lower middle income,30395002.0,6261.533203125,54.414306640625,4.069029331207275,3.669815540313721,41.90357971191406
Cameroon,1996,Sub-Saharan Africa,Africa,Middle Africa,Lower middle income,13414757.0,3577.592041015625,57.59090042114258,4.87744665145874,3.168416023254395,44.19789886474609
Cameroon,2001,Sub-Saharan Africa,Africa,Middle Africa,Lower middle income,15309490.0,3884.873046875,55.79947662353516,4.518444538116455,3.203523874282837,43.12743759155273
Cameroon,2007,Sub-Saharan Africa,Africa,Middle Africa,Lower middle income,18049896.0,4302.619140625,56.48616027832031,4.800856113433838,2.918170928955078,43.57199859619141
Cameroon,2014,Sub-Saharan Africa,Africa,Middle Africa,Lower middle income,22059892.0,4588.486328125,59.49319076538086,6.141347408294678,1.852222800254822,44.6235466003418
Cameroon,2022,Sub-Saharan Africa,Africa,Middle Africa,Lower middle income,27632772.0,4843.650390625,55.97329711914063,4.754115581512451,2.599879503250122,43.38485717773438
"Congo, Democratic Republic of the",2005,Sub-Saharan Africa,Africa,Middle Africa,Low income,58775724.0,918.5348510742188,55.62748718261719,4.50306224822998,3.138431072235107,43.80809783935547
"Congo, Democratic Republic of the",2013,Sub-Saharan Africa,Africa,Middle Africa,Low income,75789400.0,1158.281982421875,56.08674240112305,4.67731761932373,2.691345691680908,43.95196914672852
"Congo, Democratic Republic of the",2020,Sub-Saharan Africa,Africa,Middle Africa,Low income,95990000.0,1277.6328125,57.91554641723633,5.156044006347656,2.632366180419922,44.4311408996582
"Congo, Republic of the",2005,Sub-Saharan Africa,Africa,Middle Africa,Lower middle income,3696393.0,7876.1181640625,59.97929382324219,6.003758907318115,2.15064525604248,45.10353469848633
"Congo, Republic of the",2012,Sub-Saharan Africa,Africa,Middle Africa,Lower middle income,4740450.0,9079.6865234375,61.16490173339844,6.840336799621582,1.619028568267822,44.82310485839844
Colombia,1991,Latin America and the Caribbean,Americas,South America,Upper middle income,33098372.0,10178.3701171875,52.19431686401367,3.677215814590454,3.170257568359375,42.52303695678711
Colombia,1994,Latin America and the Caribbean,Americas,South America,Upper middle income,35127412.0,11127.203125,59.2794303894043,6.018829822540283,1.693833589553833,44.19405746459961
Colombia,1997,Latin America and the Caribbean,Americas,South America,Upper middle income,37121148.0,11692.8994140625,56.11775588989258,4.644998550415039,2.584925651550293,43.70688247680664
Colombia,1999,Latin America and the Caribbean,Americas,South America,Upper middle income,38454864.0,10874.447265625,56.53420639038086,4.787790298461914,2.377205371856689,43.7434196472168
Colombia,2001,Latin America and the Caribbean,Americas,South America,Upper middle income,39709260.0,11020.8095703125,54.22666549682617,4.165679931640625,2.830283164978027,43.6026725769043
Colombia,2002,Latin America and the Caribbean,Americas,South America,Upper middle income,40324680.0,11124.361328125,56.09331893920898,4.705881595611572,2.57025671005249,43.99085235595703
Colombia,2003,Latin America and the Caribbean,Americas,South America,Upper middle income,40937428.0,11387.2109375,54.05305099487305,4.127699851989746,2.920000791549683,43.70065307617188
Colombia,2004,Latin America and the Caribbean,Americas,South America,Upper middle income,41543172.0,11819.6015625,54.89987182617188,4.32763671875,2.860000133514404,43.69218826293945
Colombia,2005,Latin America and the Caribbean,Americas,South America,Upper middle income,42128976.0,12218.0537109375,55.13621520996094,4.367998123168945,2.970000267028809,43.48016738891602
Colombia,2006,Latin America and the Caribbean,Americas,South America,Upper middle income,42691084.0,12867.044921875,54.02780151367188,4.115758419036865,3.109999895095825,43.56044769287109
Colombia,2007,Latin America and the Caribbean,Americas,South America,Upper middle income,43235376.0,13561.154296875,57.80068588256836,5.305670261383057,2.261048555374146,44.18883514404297
Colombia,2008,Latin America and the Caribbean,Americas,South America,Upper middle income,43758808.0,13838.884765625,56.20024871826172,4.786182880401611,2.519748687744141,44.07408905029297
Colombia,2009,Latin America and the Caribbean,Americas,South America,Upper middle income,44271540.0,13834.4970703125,54.41469573974609,4.243704795837402,2.889710664749146,43.50380325317383
Colombia,2010,Latin America and the Caribbean,Americas,South America,Upper middle income,44777320.0,14293.021484375,54.53252792358398,4.255510807037354,2.959703683853149,43.69184875488281
Colombia,2011,Latin America and the Caribbean,Americas,South America,Upper middle income,45259612.0,15123.193359375,53.88427352905273,4.093657493591309,3.080308198928833,43.20345306396484
Colombia,2012,Latin America and the Caribbean,Americas,South America,Upper middle income,45715808.0,15558.0908203125,52.41433334350586,3.778718709945679,3.159684896469116,43.15228652954102
Colombia,2013,Latin America and the Caribbean,Americas,South America,Upper middle income,46151584.0,16202.396484375,52.45378112792969,3.796978235244751,3.120312213897705,43.07493591308594
Colombia,2014,Latin America and the Caribbean,Americas,South America,Upper middle income,46565428.0,16780.87109375,52.38419342041016,3.772684335708618,3.180000305175781,42.79463195800781
Colombia,2015,Latin America and the Caribbean,Americas,South America,Upper middle income,46969940.0,17128.107421875,50.67054748535156,3.415710210800171,3.449999809265137,42.2693977355957
Colombia,2016,Latin America and the Caribbean,Americas,South America,Upper middle income,47437512.0,17313.287109375,50.57480239868164,3.388695001602173,3.509649038314819,41.92353439331055
Colombia,2017,Latin America and the Caribbean,Americas,South America,Upper middle income,48131080.0,17295.763671875,49.64900588989258,3.193791151046753,3.680000305175781,41.80643844604492
Colombia,2018,Latin America and the Caribbean,Americas,South America,Upper middle income,49024464.0,17416.013671875,50.11057662963867,3.292202234268188,3.590358734130859,41.91139221191406
Colombia,2019,Latin America and the Caribbean,Americas,South America,Upper middle income,49907984.0,17652.896484375,51.67197036743164,3.617833375930786,3.249999761581421,42.35968780517578
Colombia,2020,Latin America and the Caribbean,Americas,South America,Upper middle income,50629996.0,16150.724609375,54.00523376464844,4.153539180755615,2.779999971389771,43.23381805419922
Colombia,2021,Latin America and the Caribbean,Americas,South America,Upper middle income,51188172.0,17700.060546875,51.83584213256836,3.641072034835815,3.139686584472656,43.13362884521484
Colombia,2022,Latin America and the Caribbean,Americas,South America,Upper middle income,51737944.0,18788.40625,55.07265853881836,4.424429893493652,2.680000066757202,44.18088150024414
Colombia,2023,Latin America and the Caribbean,Americas,South America,Upper middle income,52321152.0,18692.384765625,54.24665832519531,4.217521667480469,2.879712104797363,44.10440826416016
Comoros,2004,Sub-Saharan Africa,Africa,Eastern Africa,Lower middle income,580704.0,3064.226318359375,66.30963897705078,9.090620994567871,1.455589771270752,45.73720550537109
Comoros,2014,Sub-Saharan Africa,Africa,Eastern Africa,Lower middle income,711503.0,3397.092529296875,58.53850936889648,5.698492050170898,1.815082311630249,44.17369079589844
Cape Verde,2002,Sub-Saharan Africa,Africa,Western Africa,Lower middle income,467046.0,4710.2412109375,63.90350341796875,7.95173454284668,1.551929950714111,45.90130996704102
Cape Verde,2008,Sub-Saharan Africa,Africa,Western Africa,Lower middle income,501355.0,7169.1396484375,59.79076766967773,5.8971848487854,2.228217840194702,44.90407562255859
Cape Verde,2015,Sub-Saharan Africa,Africa,Western Africa,Lower middle income,512393.96875,7560.13671875,56.21167373657227,4.721451282501221,2.778892278671265,43.54936218261719
Costa Rica,1990,Latin America and the Caribbean,Americas,Central America,Upper middle income,3121706.0,11085.4521484375,44.97143173217773,2.419532537460327,4.400866985321045,41.40049743652344
Costa Rica,1991,Latin America and the Caribbean,Americas,Central America,Upper middle income,3202176.0,11051.7236328125,46.3204460144043,2.632346153259277,4.180421829223633,41.92837524414063
Costa Rica,1992,Latin America and the Caribbean,Americas,Central America,Upper middle income,3284258.0,11766.9794921875,45.56772613525391,2.499270915985107,4.470875263214111,41.7827033996582
Costa Rica,1993,Latin America and the Caribbean,Americas,Central America,Upper middle income,3367434.0,12290.8310546875,45.68828201293945,2.505174875259399,4.490875244140625,42.04025268554688
Costa Rica,1994,Latin America and the Caribbean,Americas,Central America,Upper middle income,3451122.0,12534.7412109375,46.74115753173828,2.672685384750366,4.429973125457764,42.22049331665039
Costa Rica,1995,Latin America and the Caribbean,Americas,Central America,Upper middle income,3535176.0,12745.0166015625,45.69494247436523,2.515122890472412,4.460422515869141,41.87025451660156
Costa Rica,1996,Latin America and the Caribbean,Americas,Central America,Upper middle income,3619013.0,12617.8984375,46.53087997436523,2.627175569534302,4.290855884552002,42.40047454833984
Costa Rica,1997,Latin America and the Caribbean,Americas,Central America,Upper middle income,3701711.0,13011.548828125,45.8850212097168,2.541141510009766,4.540881633758545,42.17024230957031
Costa Rica,1998,Latin America and the Caribbean,Americas,Central America,Upper middle income,3782838.0,13643.5517578125,46.05881500244141,2.554073810577393,4.600886821746826,42.37368392944336
Costa Rica,1999,Latin America and the Caribbean,Americas,Central America,Upper middle income,3862101.0,13926.7900390625,48.03899002075195,2.850060701370239,4.220422744750977,43.16073989868164
Costa Rica,2000,Latin America and the Caribbean,Americas,Central America,Upper middle income,3937739.0,14187.7158203125,47.7368049621582,2.824725151062012,4.170000076293945,42.65014266967773
Costa Rica,2001,Latin America and the Caribbean,Americas,Central America,Upper middle income,4008947.0,14422.2294921875,49.64890289306641,3.174203634262085,3.809999942779541,43.25767517089844
Costa Rica,2002,Latin America and the Caribbean,Americas,Central America,Upper middle income,4075705.0,14670.71875,49.50820159912109,3.13432765007019,3.850000381469727,43.24869155883789
Costa Rica,2003,Latin America and the Caribbean,Americas,Central America,Upper middle income,4138784.25,15070.8310546875,48.00584411621094,2.891441583633423,4.160000324249268,42.53247451782227
Costa Rica,2004,Latin America and the Caribbean,Americas,Central America,Upper middle income,4200078.0,15507.9873046875,48.45961761474609,2.943290233612061,4.119588375091553,42.99496459960938
Costa Rica,2005,Latin America and the Caribbean,Americas,Central America,Upper middle income,4261240.0,15893.2490234375,47.44703674316406,2.763845920562744,4.309999942779541,42.8028450012207
Costa Rica,2006,Latin America and the Caribbean,Americas,Central America,Upper middle income,4321340.0,16820.46484375,48.77646255493164,2.982607841491699,4.249575614929199,43.09792327880859
Costa Rica,2007,Latin America and the Caribbean,Americas,Central America,Upper middle income,4380248.0,17957.494140625,49.56015014648438,3.121018409729004,4.310431003570557,43.24215698242188
Costa Rica,2008,Latin America and the Caribbean,Americas,Central America,Upper middle income,4440056.0,18555.0,48.91988754272461,3.011128664016724,4.290000438690186,43.18973159790039
Costa Rica,2009,Latin America and the Caribbean,Americas,Central America,Upper middle income,4499791.0,18148.763671875,51.08701705932617,3.406168699264526,3.879611492156982,44.05508804321289
Costa Rica,2010,Latin America and the Caribbean,Americas,Central America,Upper middle income,4555962.0,18885.84765625,48.97000503540039,3.013664722442627,4.109589099884033,43.38041305541992
Costa Rica,2011,Latin America and the Caribbean,Americas,Central America,Upper middle income,4609833.0,19487.001953125,49.77162551879883,3.184276103973389,3.869613409042358,43.68315505981445
Costa Rica,2012,Latin America and the Caribbean,Americas,Central America,Upper middle income,4663934.0,20201.388671875,49.94176483154297,3.213253974914551,3.810380935668945,43.73861312866211
Costa Rica,2013,Latin America and the Caribbean,Americas,Central America,Upper middle income,4716147.0,20476.134765625,50.6818962097168,3.326370000839233,3.709629058837891,44.2794303894043
Costa Rica,2014,Latin America and the Caribbean,Americas,Central America,Upper middle income,4767119.0,20974.728515625,49.65717315673828,3.161864280700684,3.819999933242798,43.69813919067383
Costa Rica,2015,Latin America and the Caribbean,Americas,Central America,Upper middle income,4818038.0,21510.9765625,49.42455291748047,3.094840526580811,3.870387077331543,43.74005126953125
Costa Rica,2016,Latin America and the Caribbean,Americas,Central America,Upper middle income,4866998.0,22189.87890625,49.86014938354492,3.196789741516113,3.839616060256958,43.6075439453125
Costa Rica,2017,Latin America and the Caribbean,Americas,Central America,Upper middle income,4913177.0,22895.232421875,49.36270523071289,3.078124046325684,4.020401954650879,43.72793960571289
Costa Rica,2018,Latin America and the Caribbean,Americas,Central America,Upper middle income,4957818.0,23282.603515625,49.12491989135742,3.050413131713867,3.890000104904175,43.53176498413086
Costa Rica,2019,Latin America and the Caribbean,Americas,Central America,Upper middle income,4999553.0,23646.408203125,49.34918975830078,3.082849264144897,4.030000686645508,43.76809692382813
Costa Rica,2020,Latin America and the Caribbean,Americas,Central America,Upper middle income,5034320.0,22479.58984375,48.88515090942383,2.99592113494873,4.070407867431641,43.62994003295898
Costa Rica,2021,Latin America and the Caribbean,Americas,Central America,Upper middle income,5059988.0,24140.43359375,49.88912200927734,3.194092750549316,3.959999799728394,43.85916519165039
Costa Rica,2022,Latin America and the Caribbean,Americas,Central America,Upper middle income,5081765.0,25131.025390625,48.32910919189453,2.910914182662964,4.140413761138916,43.32521057128906
Costa Rica,2023,Latin America and the Caribbean,Americas,Central America,Upper middle income,5105525.0,26292.771484375,47.8862419128418,2.855084657669067,4.150000095367432,43.04345321655273
Czechoslovakia,1991,Europe and Central Asia,Europe,Eastern Europe,High income,15674800.0,14339.599609375,21.70151901245117,0.7531598806381226,11.86525630950928,30.8676586151123
Czechoslovakia,1992,Europe and Central Asia,Europe,Eastern Europe,High income,15599000.0,14091.5546875,21.45236778259277,0.7481644749641418,11.92330837249756,30.86678504943848
Cyprus,2005,Europe and Central Asia,Asia,Western Asia,High income,1036151.0,42337.1875,30.04490089416504,1.117187261581421,8.769123077392578,33.9000358581543
Cyprus,2006,Europe and Central Asia,Asia,Western Asia,High income,1054418.0,43599.3828125,30.21327590942383,1.141808032989502,8.909110069274902,33.78803634643555
Cyprus,2007,Europe and Central Asia,Asia,Western Asia,High income,1072714.0,44856.8359375,30.98591041564941,1.200647711753845,8.780878067016602,33.58131408691406
Cyprus,2008,Europe and Central Asia,Asia,Western Asia,High income,1091026.0,45339.75,30.94089317321777,1.183902621269226,8.729996681213379,34.30379867553711
Cyprus,2009,Europe and Central Asia,Asia,Western Asia,High income,1109371.0,43249.2890625,31.54573059082031,1.230442523956299,8.64000129699707,34.61457443237305
Cyprus,2010,Europe and Central Asia,Asia,Western Asia,High income,1127816.0,43094.9921875,32.07577133178711,1.249760746955872,8.420842170715332,34.62378311157227
Cyprus,2011,Europe and Central Asia,Asia,Western Asia,High income,1146493.0,42184.421875,31.46785163879395,1.203746795654297,8.49084758758545,34.69883728027344
Cyprus,2012,Europe and Central Asia,Asia,Western Asia,High income,1165397.0,40114.26953125,32.56292343139648,1.281534314155579,8.37083625793457,34.88967514038086
Cyprus,2013,Europe and Central Asia,Asia,Western Asia,High income,1183895.0,37558.9609375,34.23190689086914,1.396019101142883,7.989999771118164,35.51486968994141
Cyprus,2014,Europe and Central Asia,Asia,Western Asia,High income,1201801.0,37300.1875,36.93826675415039,1.620671033859253,7.659998893737793,35.89302062988281
Cyprus,2015,Europe and Central Asia,Asia,Western Asia,High income,1219502.0,38795.7109375,35.49258804321289,1.491726517677307,7.52924633026123,35.90372085571289
Cyprus,2016,Europe and Central Asia,Asia,Western Asia,High income,1237112.0,41156.76953125,33.92457580566406,1.378946900367737,7.820000648498535,35.34219360351563
Cyprus,2017,Europe and Central Asia,Asia,Western Asia,High income,1254275.0,43120.65625,32.87319946289063,1.305002093315125,8.180000305175781,34.88565063476563
Cyprus,2018,Europe and Central Asia,Asia,Western Asia,High income,1270737.0,45269.44140625,31.39865303039551,1.206326246261597,8.349166870117188,34.54204559326172
Cyprus,2019,Europe and Central Asia,Asia,Western Asia,High income,1286671.0,47283.45703125,32.6960334777832,1.303305625915527,8.359163284301758,34.37422943115234
Cyprus,2020,Europe and Central Asia,Asia,Western Asia,High income,1302247.0,45244.8515625,31.18783569335938,1.193910479545593,8.509151458740234,34.34042739868164
Cyprus,2021,Europe and Central Asia,Asia,Western Asia,High income,1317309.0,49929.83984375,31.68092346191406,1.233005166053772,8.520852088928223,34.21453094482422
Cyprus,2022,Europe and Central Asia,Asia,Western Asia,High income,1331370.0,52882.28515625,31.20342445373535,1.203937649726868,8.539145469665527,34.20127868652344
Cyprus,2023,Europe and Central Asia,Asia,Western Asia,High income,1344976.0,53420.68359375,31.48986434936523,1.227782726287842,8.649133682250977,34.04270172119141
Czechia,1993,Europe and Central Asia,Europe,Eastern Europe,High income,10320398.0,25704.9375,20.66932678222656,0.7174228429794312,11.6800012588501,29.20719337463379
Czechia,1997,Europe and Central Asia,Europe,Eastern Europe,High income,10280051.0,29168.052734375,25.7601318359375,0.9089417457580566,9.819997787475586,31.74472618103027
Czechia,2003,Europe and Central Asia,Europe,Eastern Europe,High income,10248912.0,33419.66796875,26.5379638671875,0.9459572434425354,9.479999542236328,32.10799789428711
Czechia,2005,Europe and Central Asia,Europe,Eastern Europe,High income,10280153.0,37171.17578125,27.35508346557617,0.983760416507721,9.090909957885742,32.31555938720703
Czechia,2008,Europe and Central Asia,Europe,Eastern Europe,High income,10378292.0,42184.3359375,25.51369094848633,0.8935990333557129,9.820001602172852,31.67859077453613
Czechia,2011,Europe and Central Asia,Europe,Eastern Europe,High income,10495511.0,41535.61328125,26.56809997558594,0.9357138872146606,9.270000457763672,32.17238235473633
Czechia,2014,Europe and Central Asia,Europe,Eastern Europe,High income,10517226.0,42006.171875,26.56967353820801,0.9455382227897644,9.340933799743652,31.97314453125
Czechia,2017,Europe and Central Asia,Europe,Eastern Europe,High income,10541342.0,47256.68359375,25.62828063964844,0.8992247581481934,9.840982437133789,31.81567001342773
Czechia,2018,Europe and Central Asia,Europe,Eastern Europe,High income,10548937.0,48431.953125,25.09428787231445,0.8707098364830017,10.08098220825195,31.81032562255859
Czechia,2019,Europe and Central Asia,Europe,Eastern Europe,High income,10554875.0,49961.796875,25.21930694580078,0.8748000264167786,10.0709810256958,31.88042259216309
Czechia,2020,Europe and Central Asia,Europe,Eastern Europe,High income,10550129.0,47196.44921875,25.49406051635742,0.8848376870155334,10.01098155975342,32.19973754882813
Czechia,2021,Europe and Central Asia,Europe,Eastern Europe,High income,10530683.0,49995.703125,26.45061302185059,0.9392386078834534,9.690980911254883,32.29300689697266
Czechia,2022,Europe and Central Asia,Europe,Eastern Europe,High income,10673213.0,50617.69921875,26.44636917114258,0.9299687743186951,9.620011329650879,32.39422988891602
Czechia,2023,Europe and Central Asia,Europe,Eastern Europe,High income,10809716.0,49681.05859375,26.10266304016113,0.9087138772010803,9.630008697509766,32.24577713012695
Germany,1990,Europe and Central Asia,Europe,Western Europe,High income,79707960.0,42657.65234375,28.64126777648926,1.025202512741089,8.839999198913574,33.26794052124023
Germany,1991,Europe and Central Asia,Europe,Western Europe,High income,80303192.0,44511.22265625,28.67807388305664,1.026172637939453,8.829118728637695,33.43561172485352
Germany,1992,Europe and Central Asia,Europe,Western Europe,High income,80934896.0,45063.8125,29.55344581604004,1.068568468093872,8.698260307312012,33.97537231445313
Germany,1993,Europe and Central Asia,Europe,Western Europe,High income,81486776.0,44332.8046875,29.16033363342285,1.051270246505737,8.779123306274414,33.76044464111328
Germany,1994,Europe and Central Asia,Europe,Western Europe,High income,81773616.0,45326.89453125,28.70950698852539,1.029174089431763,8.910890579223633,33.53384017944336
Germany,1995,Europe and Central Asia,Europe,Western Europe,High income,82019888.0,45874.22265625,29.21189308166504,1.054869532585144,8.479999542236328,33.59385299682617
Germany,1996,Europe and Central Asia,Europe,Western Europe,High income,82263184.0,46216.4921875,28.8703670501709,1.034420013427734,8.569998741149902,33.38795852661133
Germany,1997,Europe and Central Asia,Europe,Western Europe,High income,82389640.0,47004.8984375,28.10915946960449,0.9942348003387451,8.880889892578125,33.2150764465332
Germany,1998,Europe and Central Asia,Europe,Western Europe,High income,82011936.0,47982.9296875,28.32449913024902,1.003580808639526,8.829998970031738,33.4134521484375
Germany,1999,Europe and Central Asia,Europe,Western Europe,High income,81678288.0,48973.359375,28.31205177307129,1.000892519950867,8.889999389648438,33.39223861694336
Germany,2000,Europe and Central Asia,Europe,Western Europe,High income,81797256.0,50314.25390625,29.11224937438965,1.050294518470764,8.669999122619629,33.59447860717773
Germany,2001,Europe and Central Asia,Europe,Western Europe,High income,81933880.0,51051.71484375,28.90129470825195,1.039711117744446,8.719128608703613,33.53525543212891
Germany,2002,Europe and Central Asia,Europe,Western Europe,High income,82068328.0,50849.59375,30.00388717651367,1.103035688400269,8.560853958129883,34.10964965820313
Germany,2003,Europe and Central Asia,Europe,Western Europe,High income,82111616.0,50552.1328125,29.84580993652344,1.090657830238342,8.530853271484375,33.99351119995117
Germany,2004,Europe and Central Asia,Europe,Western Europe,High income,82092712.0,51150.8359375,29.85116004943848,1.094823360443115,8.50999927520752,33.86727142333984
Germany,2005,Europe and Central Asia,Europe,Western Europe,High income,82046736.0,51633.1875,30.18204498291016,1.11501133441925,8.500000953674316,34.08002471923828
Germany,2006,Europe and Central Asia,Europe,Western Europe,High income,81701968.0,53684.546875,31.67368698120117,1.209669232368469,8.139185905456543,34.74170684814453
Germany,2007,Europe and Central Asia,Europe,Western Europe,High income,81298536.0,55309.99609375,31.07343101501465,1.168237328529358,8.320000648498535,34.57561874389648
Germany,2008,Europe and Central Asia,Europe,Western Europe,High income,81110776.0,55919.76953125,31.24042129516602,1.189239859580994,8.320000648498535,34.38578796386719
Germany,2009,Europe and Central Asia,Europe,Western Europe,High income,80935280.0,52952.9296875,30.79331588745117,1.155648946762085,8.400838851928711,34.2125129699707
Germany,2010,Europe and Central Asia,Europe,Western Europe,High income,80830920.0,55233.31640625,30.49171257019043,1.1325523853302,8.319999694824219,34.09628295898438
Germany,2011,Europe and Central Asia,Europe,Western Europe,High income,80857872.0,58381.21875,30.29213333129883,1.121860027313232,8.360834121704102,34.11697769165039
Germany,2012,Europe and Central Asia,Europe,Western Europe,High income,80916392.0,58548.1015625,30.64649772644043,1.144724249839783,8.409159660339355,34.30513381958008
Germany,2013,Europe and Central Asia,Europe,Western Europe,High income,81041576.0,58614.05078125,31.10578918457031,1.166349768638611,8.11162281036377,34.43126678466797
Germany,2014,Europe and Central Asia,Europe,Western Europe,High income,81376080.0,59636.5546875,31.46989631652832,1.193116426467896,8.120814323425293,34.49238967895508
Germany,2015,Europe and Central Asia,Europe,Western Europe,High income,82077544.0,60099.63671875,30.91245269775391,1.146259784698486,7.980000019073486,34.26942443847656
Germany,2016,Europe and Central Asia,Europe,Western Europe,High income,82760104.0,60984.4765625,31.65670967102051,1.206249594688416,7.918417453765869,34.14358901977539
Germany,2017,Europe and Central Asia,Europe,Western Europe,High income,83104008.0,62407.1640625,31.46352767944336,1.189580321311951,7.810781478881836,34.28713607788086
Germany,2018,Europe and Central Asia,Europe,Western Europe,High income,83368504.0,62914.546875,31.33143424987793,1.18234121799469,7.809218883514404,34.12977600097656
Germany,2019,Europe and Central Asia,Europe,Western Europe,High income,83559184.0,63392.94921875,31.87900543212891,1.223779439926147,7.809998512268066,34.28646469116211
Germany,2020,Europe and Central Asia,Europe,Western Europe,High income,83628712.0,60747.2734375,31.77935791015625,1.211667656898499,7.730000972747803,34.1703987121582
Germany,2021,Europe and Central Asia,Europe,Western Europe,High income,83697088.0,62950.046875,32.39374923706055,1.249264001846313,7.609237194061279,34.52490997314453
Germany,2022,Europe and Central Asia,Europe,Western Europe,High income,84086224.0,63353.94140625,30.59907341003418,1.135313510894775,8.169999122619629,34.20455169677734
Germany,2023,Europe and Central Asia,Europe,Western Europe,High income,84548232.0,63578.140625,30.8478889465332,1.157770156860352,8.159998893737793,34.16269683837891
Djibouti,1996,Middle East and North Africa,Africa,Eastern Africa,Lower middle income,648348.0,3398.462890625,50.26735687255859,3.356699228286743,3.112529754638672,42.39824295043945
Djibouti,2002,Middle East and North Africa,Africa,Eastern Africa,Lower middle income,795574.0,2978.076904296875,43.46769332885742,2.255766630172729,4.97099494934082,39.81796264648438
Djibouti,2012,Middle East and North Africa,Africa,Eastern Africa,Lower middle income,966747.0,4332.15185546875,47.5715446472168,2.847484111785889,3.534697771072388,41.12831115722656
Djibouti,2013,Middle East and North Africa,Africa,Eastern Africa,Lower middle income,984824.0,4446.41357421875,46.69854354858398,2.715582370758057,4.092633724212646,41.04611968994141
Djibouti,2017,Middle East and North Africa,Africa,Eastern Africa,Lower middle income,1054841.0,5398.7509765625,44.82990264892578,2.453124761581421,4.44733190536499,39.9460334777832
Dominica,2008,Latin America and the Caribbean,Americas,Caribbean,Upper middle income,68854.0,16438.041015625,56.17525100708008,4.777302265167236,2.500747442245483,44.88393402099609
Denmark,1992,Europe and Central Asia,Europe,Northern Europe,High income,5171367.0,47574.67578125,24.81263542175293,0.8403429985046387,9.63903522491455,31.17376518249512
Denmark,1995,Europe and Central Asia,Europe,Northern Europe,High income,5233360.0,50963.703125,22.9734001159668,0.7749994993209839,10.64893817901611,30.55567359924316
