country,year,region_wb,region_un,region_un_sub,incomegroup,population,gdp,gini,palma,bottom20,top20
Belgium,2018,Europe and Central Asia,Europe,Western Europe,High income,11428605.0,60565.98046875,27.29359817504883,0.9500871896743774,8.619999885559082,32.43546295166016
Belgium,2019,Europe and Central Asia,Europe,Western Europe,High income,11490618.0,61711.11328125,27.48747253417969,0.972632110118866,8.779120445251465,32.38067626953125
Belgium,2020,Europe and Central Asia,Europe,Western Europe,High income,11540107.0,58500.6328125,27.48051643371582,0.9731485247612,8.890000343322754,32.31974411010742
Belgium,2021,Europe and Central Asia,Europe,Western Europe,High income,11570844.0,61873.96484375,26.16086578369141,0.9039186835289001,9.279999732971191,31.86357688903809
Belgium,2022,Europe and Central Asia,Europe,Western Europe,High income,11641820.0,63974.24609375,26.78765678405762,0.9331345558166504,9.060907363891602,32.13645172119141
Benin,2003,Sub-Saharan Africa,Africa,Western Africa,Lower middle income,7913070.0,2639.043701171875,53.09792327880859,3.818904399871826,3.842681407928467,42.01866149902344
Benin,2019,Sub-Saharan Africa,Africa,Western Africa,Lower middle income,12726755.0,3281.104736328125,52.61340713500977,3.693380355834961,3.894018650054932,41.96106719970703
Benin,2022,Sub-Saharan Africa,Africa,Western Africa,Lower middle income,13759501.0,3588.335205078125,49.86202621459961,3.181890249252319,4.404665946960449,40.56717681884766
Burkina Faso,1995,Sub-Saharan Africa,Africa,Western Africa,Low income,10386722.0,1183.528564453125,60.42626953125,5.867371082305908,2.712639331817627,45.81677627563477
Burkina Faso,1998,Sub-Saharan Africa,Africa,Western Africa,Low income,11240664.0,1385.093139648438,61.80126571655273,6.39975643157959,2.388740301132202,45.41579818725586
Burkina Faso,2003,Sub-Saharan Africa,Africa,Western Africa,Low income,13082532.0,1561.833129882813,56.8075065612793,4.815286159515381,2.885383605957031,44.25918960571289
Burkina Faso,2009,Sub-Saharan Africa,Africa,Western Africa,Low income,15710066.0,1779.322998046875,54.04692459106445,4.01828145980835,3.654153347015381,42.83146667480469
Burkina Faso,2014,Sub-Saharan Africa,Africa,Western Africa,Low income,18229460.0,2083.198486328125,50.56281661987305,3.235158681869507,4.987505912780762,41.73913192749023
Burkina Faso,2019,Sub-Saharan Africa,Africa,Western Africa,Low income,20961952.0,2391.536376953125,56.68882751464844,4.677030563354492,3.33898138999939,44.0645866394043
Burkina Faso,2022,Sub-Saharan Africa,Africa,Western Africa,Low income,22509038.0,2466.05322265625,52.26112747192383,3.604078531265259,4.12041187286377,42.28422927856445
Bangladesh,2005,South Asia,Asia,Southern Asia,Lower middle income,144715776.0,3231.61376953125,46.87553787231445,2.67274022102356,5.324143409729004,39.95604705810547
Bangladesh,2010,South Asia,Asia,Southern Asia,Lower middle income,152201984.0,4125.4638671875,46.15701293945313,2.570526599884033,5.293705463409424,40.6684684753418
Bangladesh,2016,South Asia,Asia,Southern Asia,Lower middle income,160811936.0,5682.53564453125,48.41223526000977,2.940593957901001,4.128348350524902,39.39424133300781
Bangladesh,2022,South Asia,Asia,Southern Asia,Lower middle income,169384896.0,7888.1640625,49.77542877197266,3.128636360168457,4.397686958312988,40.21739196777344
Bulgaria,1992,Europe and Central Asia,Europe,Eastern Europe,High income,8559101.0,13063.41796875,30.85400772094727,1.181185960769653,8.540854454040527,34.74424362182617
Bulgaria,1993,Europe and Central Asia,Europe,Eastern Europe,High income,8466533.0,12973.1220703125,31.60124778747559,1.216177582740784,8.100810050964355,35.09195327758789
Bulgaria,1994,Europe and Central Asia,Europe,Eastern Europe,High income,8416917.0,13253.9072265625,35.28951263427734,1.485684752464294,7.3692626953125,36.75602722167969
Bulgaria,1995,Europe and Central Asia,Europe,Eastern Europe,High income,8357574.0,13694.09375,36.80599212646484,1.603833675384521,6.9992995262146,37.42558288574219
Bulgaria,1996,Europe and Central Asia,Europe,Eastern Europe,High income,8291398.5,14481.41796875,34.48888778686523,1.425113320350647,7.469999313354492,36.32792663574219
Bulgaria,1997,Europe and Central Asia,Europe,Eastern Europe,High income,8217101.5,12513.259765625,34.34607315063477,1.401422381401062,7.419999122619629,36.38164901733398
Bulgaria,1998,Europe and Central Asia,Europe,Eastern Europe,High income,8138194.0,13074.357421875,32.13645553588867,1.240426421165466,7.770777702331543,35.29802703857422
Bulgaria,1999,Europe and Central Asia,Europe,Eastern Europe,High income,8067462.0,12043.9580078125,30.90360832214355,1.166036248207092,7.929206371307373,34.49191284179688
Bulgaria,2000,Europe and Central Asia,Europe,Eastern Europe,High income,8000520.0,12658.80859375,30.77712631225586,1.14950168132782,7.759222984313965,34.3737678527832
Bulgaria,2001,Europe and Central Asia,Europe,Eastern Europe,High income,7928452.0,13407.0908203125,31.35901069641113,1.185238361358643,7.550754547119141,34.57742691040039
Bulgaria,2002,Europe and Central Asia,Europe,Eastern Europe,High income,7861943.0,14505.8310546875,34.14786148071289,1.373271226882935,7.191438674926758,36.24814605712891
Bulgaria,2003,Europe and Central Asia,Europe,Eastern Europe,High income,7804409.0,15386.923828125,32.21792602539063,1.238724946975708,7.549245834350586,35.23721313476563
Bulgaria,2006,Europe and Central Asia,Europe,Eastern Europe,High income,7640294.0,19168.353515625,32.071533203125,1.209223389625549,7.020541667938232,34.28004837036133
Bulgaria,2007,Europe and Central Asia,Europe,Eastern Europe,High income,7586888.0,20594.763671875,36.05533218383789,1.487164735794067,5.420543670654297,35.71696472167969
Bulgaria,2008,Europe and Central Asia,Europe,Eastern Europe,High income,7535592.0,22011.091796875,36.15200424194336,1.524741291999817,6.449999332427979,36.3831901550293
Bulgaria,2009,Europe and Central Asia,Europe,Eastern Europe,High income,7488011.0,21411.859375,33.60985565185547,1.316085696220398,6.920000076293945,35.74302673339844
